wl,lomandra1
819.69,51.667
819.86,51.605
820.03,51.5555
820.21,51.569
820.38,51.647
820.56,51.6645
820.73,51.6805
820.9,51.6245
821.08,51.6135
821.25,51.6015
821.42,51.624
821.6,51.628
821.77,51.6225
821.94,51.661
822.12,51.663
822.29,51.5815
822.46,51.5765
822.64,51.5525
822.81,51.55
822.99,51.5785
823.16,51.612
823.33,51.5845
823.51,51.594
823.68,51.6175
823.85,51.6015
824.03,51.5555
824.2,51.5555
824.37,51.529
824.55,51.521
824.72,51.5075
824.89,51.4985
825.07,51.4765
825.24,51.507
825.41,51.5015
825.59,51.508
825.76,51.4855
825.93,51.4935
826.1,51.53
826.28,51.496
826.45,51.492
826.62,51.507
826.8,51.4125
826.97,51.44
827.14,51.4205
827.32,51.404
827.49,51.348
827.66,51.3525
827.84,51.35
828.01,51.364
828.18,51.3355
828.35,51.3445
828.53,51.321
828.7,51.249
828.87,51.21
829.05,51.16
829.22,51.177
829.39,51.2295
829.56,51.2395
829.74,51.212
829.91,51.2125
830.08,51.15
830.26,51.155
830.43,51.2435
830.6,51.226
830.77,51.088
830.95,51.0685
831.12,51.067
831.29,51.1255
831.47,51.1455
831.64,51.102
831.81,51.151
831.98,51.1505
832.16,51.205
832.33,51.1955
832.5,51.1755
832.67,51.121
832.85,51.1985
833.02,51.128
833.19,51.1125
833.36,51.1325
833.54,51.1795
833.71,51.1515
833.88,51.1415
834.05,51.1275
834.23,51.1065
834.4,51.107
834.57,51.135
834.74,51.0615
834.92,51.0745
835.09,51.01
835.26,51.0285
835.43,50.938
835.6,50.895
835.78,50.9705
835.95,50.921
836.12,50.8335
836.29,50.7205
836.47,50.6405
836.64,50.61
836.81,50.6165
836.98,50.6485
837.15,50.69
837.33,50.751
837.5,50.713
837.67,50.719
837.84,50.7745
838.01,50.718
838.19,50.718
838.36,50.6255
838.53,50.637
838.7,50.6475
838.87,50.531
839.05,50.4735
839.22,50.417
839.39,50.27
839.56,50.1815
839.73,50.1445
839.91,50.0235
840.08,50.0385
840.25,49.9415
840.42,49.988
840.59,50.0365
840.77,50.1275
840.94,50.371
841.11,50.5545
841.28,50.705
841.45,50.8185
841.62,50.761
841.8,50.8325
841.97,50.836
842.14,50.793
842.31,50.8695
842.48,50.998
842.65,51.069
842.83,50.944
843,51.019
843.17,51.1045
843.34,51.109
843.51,51.3305
843.68,51.401
843.86,51.521
844.03,51.5015
844.2,51.446
844.37,51.2945
844.54,51.268
844.71,51.2715
844.88,51.3015
845.06,51.4355
845.23,51.375
845.4,51.3615
845.57,51.3035
845.74,51.281
845.91,51.254
846.08,51.08
846.25,51.166
846.43,51.3185
846.6,51.095
846.77,51.299
846.94,51.3415
847.11,51.175
847.28,51.1895
847.45,50.7825
847.62,50.573
847.8,50.6665
847.97,50.6525
848.14,50.223
848.31,50.0175
848.48,49.903
848.65,50.049
848.82,49.9925
848.99,50.1715
849.16,49.9235
849.33,50.0425
849.51,50.0705
849.68,50.2055
849.85,50.1295
850.02,50.1225
850.19,50.1105
850.36,50.311
850.53,49.9835
850.7,49.851
850.87,49.7515
851.04,49.8725
851.21,49.866
851.39,49.8455
851.56,49.9005
851.73,49.842
851.9,49.877
852.07,49.6935
852.24,49.6425
852.41,49.4645
852.58,49.567
852.75,49.525
852.92,49.74
853.09,49.708
853.26,49.4925
853.43,48.945
853.6,49.662
853.77,49.354
853.95,49.452
854.12,49.6935
854.29,49.661
854.46,49.9645
854.63,50.028
854.8,49.7765
854.97,49.3095
855.14,48.9405
855.31,49.027
855.48,49.149
855.65,48.9905
855.82,48.5925
855.99,48.296
856.16,48.7915
856.33,48.75
856.5,48.657
856.67,48.6915
856.84,48.785
857.01,49.088
857.18,48.9895
857.35,49.1805
857.52,49.4045
857.69,49.7475
857.86,49.611
858.03,49.281
858.2,48.8405
858.37,48.6795
858.54,48.5535
858.71,48.829
858.88,49.1135
859.05,49.2925
859.22,49.2155
859.39,49.366
859.56,49.0895
859.73,49.1535
859.9,48.831
860.07,49.2745
860.24,49.4735
860.41,50.062
860.58,49.8135
860.75,50.119
860.92,49.785
861.09,49.636
861.26,49.305
861.43,49.322
861.6,49.1825
861.77,49.4655
861.94,49.8145
862.11,50.166
862.28,49.826
862.45,49.343
862.62,49.556
862.79,49.924
862.96,49.707
863.13,49.591
863.3,49.5305
863.47,49.5565
863.64,49.403
863.81,49.39
863.98,49.111
864.15,49.1515
864.32,48.6595
864.49,48.2425
864.66,48.061
864.83,48.224
864.99,48.224
865.16,48.4495
865.33,48.301
865.5,48.202
865.67,47.809
865.84,46.953
866.01,46.897
866.18,47.4475
866.35,47.317
866.52,47.4395
866.69,47.5455
866.86,47.3035
867.03,47.2535
867.2,47.0025
867.37,47.0495
867.53,46.8365
867.7,46.808
867.87,46.946
868.04,47.407
868.21,47.852
868.38,48.01
868.55,48.4605
868.72,48.385
868.89,48.5265
869.06,48.371
869.23,48.781
869.4,49.241
869.56,49.361
869.73,49.094
869.9,49.28
870.07,49.557
870.24,49.3245
870.41,49.427
870.58,49.379
870.75,49.495
870.92,49.4285
871.08,49.5615
871.25,49.929
871.42,50.542
871.59,50.548
871.76,50.807
871.93,51.0265
872.1,51.133
872.27,51.2935
872.43,51.268
872.6,51.483
872.77,51.88
872.94,51.657
873.11,51.128
873.28,51.3695
873.45,51.746
873.62,52.009
873.78,51.9045
873.95,51.9065
874.12,52.084
874.29,52.2025
874.46,52.2115
874.63,52.13
874.8,52.436
874.96,51.949
875.13,52.089
875.3,51.9445
875.47,51.5035
875.64,51.4445
875.81,51.264
875.97,51.4785
876.14,51.615
876.31,51.51
876.48,51.146
876.65,51.7175
876.82,51.6735
876.98,51.611
877.15,51.7805
877.32,51.642
877.49,51.7625
877.66,51.5545
877.83,51.946
877.99,51.999
878.16,52.127
878.33,52.152
878.5,51.749
878.67,51.501
878.83,51.466
879,51.444
879.17,51.394
879.34,50.7325
879.51,58.7155
879.67,50.6665
879.84,43.6555
880.01,60.6955
880.18,51.056
880.35,59.0065
880.51,50.183
880.68,48.352
880.85,52.805
881.02,49.932
881.19,63.824
881.35,52.7145
881.52,59.0095
881.69,57.1215
881.86,40.2315
882.02,49.7145
882.19,51.9375
882.36,49.3205
